net,length_um
_00667_,42.1
_05808_,42.1
_13939_,42.1
_19162_,42.1
_20838_,42.1
net13,42.085
_07409_,42.08
_12685_,42.08
_21460_,42.08
_04207_,42.06
_09921_,42.06
_16249_,42.06
_19679_,42.06
delay_line\[6\]\[4\],42.06
_20729_,42.05
_23948_,42.05
_01958_,42.04
_15162_,42.04
_17810_,42.04
_24730_,42.04
clknet_leaf_51_clk,42.04
_23707_,42.035
_01125_,42.02
_05691_,42.02
_08803_,42.02
_16926_,42.02
_20596_,42.02
_24210_,42.02
_11373_,42
_20841_,42
_21413_,42
_15024_,41.99
_24092_,41.99
_25034_,41.99
_07659_,41.98
_12171_,41.98
_04644_,41.94
_09399_,41.94
_10734_,41.94
_24575_,41.94
_00663_,41.92
_01547_,41.92
_12053_,41.92
_16849_,41.92
_17204_,41.92
_20240_,41.92
_23979_,41.92
_09582_,41.9
_08265_,41.88
_09849_,41.875
_24194_,41.865
_19763_,41.86
_02985_,41.84
_20505_,41.84
_25346_,41.84
clknet_leaf_121_clk,41.84
_08008_,41.82
_15769_,41.82
_02229_,41.81
_15916_,41.81
_00690_,41.8
_17161_,41.795
_10674_,41.79
_06244_,41.78
_07294_,41.78
net332,41.78
_10312_,41.77
_16212_,41.76
net1056,41.76
net1000,41.745
_13041_,41.74
_22822_,41.74
_08047_,41.73
_10038_,41.72
_01353_,41.7
_04875_,41.7
_22228_,41.7
_11726_,41.68
_12154_,41.68
_23453_,41.68
net1048,41.665
_11160_,41.66
_13147_,41.65
_25310_,41.64
_17162_,41.62
_23150_,41.62
_24360_,41.62
net79,41.62
_20855_,41.61
_10497_,41.6
_17999_,41.6
_21456_,41.6
_22294_,41.6
_07412_,41.58
_19786_,41.58
_11048_,41.56
_07991_,41.54
_11477_,41.54
_22956_,41.54
_23983_,41.54
delay_line\[8\]\[8\],41.54
_01544_,41.52
_09065_,41.52
_12640_,41.52
_20033_,41.52
_11545_,41.515
_20613_,41.51
_04551_,41.48
_16821_,41.48
_00607_,41.46
_04962_,41.46
_09364_,41.44
_18153_,41.44
_21896_,41.44
_10600_,41.435
_03066_,41.42
_08176_,41.42
_25270_,41.42
_10614_,41.4
_17673_,41.4
_18658_,41.4
_07019_,41.38
_11793_,41.38
_17428_,41.38
_21299_,41.38
_25248_,41.38
_09049_,41.36
_10207_,41.34
_11011_,41.34
_19263_,41.34
_03030_,41.33
_12841_,41.33
_05497_,41.32
_14664_,41.32
_19472_,41.3
_22656_,41.3
clknet_leaf_94_clk,41.3
_13163_,41.29
_24814_,41.29
_10069_,41.28
_23446_,41.28
net338,41.28
_11016_,41.27
_21229_,41.265
_06411_,41.245
_00847_,41.24
_03489_,41.24
_06924_,41.24
_12896_,41.24
_22234_,41.24
_22433_,41.24
_00420_,41.22
_04628_,41.22
_19248_,41.22
_07861_,41.2
_13802_,41.2
_02319_,41.18
_17735_,41.18
_21312_,41.18
delay_line\[28\]\[3\],41.18
_01413_,41.175
_17007_,41.17
_20449_,41.17
_09793_,41.16
_10043_,41.16
_25086_,41.16
_20871_,41.15
_05738_,41.14
_06360_,41.12
_13188_,41.12
_05648_,41.1
_08716_,41.1
_10730_,41.1
_18929_,41.1
_19347_,41.1
_09055_,41.095
_04531_,41.08
_14439_,41.08
net731,41.065
_03143_,41.06
_08043_,41.04
_12049_,41.04
_24742_,41.04
delay_line\[8\]\[13\],41.04
_05360_,41.03
_11892_,41.02
_24404_,41.02
_07495_,41
_10441_,40.985
_14158_,40.98
_14270_,40.98
_19834_,40.96
_00392_,40.94
_22311_,40.93
_08966_,40.925
_14896_,40.92
delay_line\[39\]\[10\],40.9
_02821_,40.895
_00248_,40.88
_02684_,40.88
_08685_,40.88
_21378_,40.88
_01475_,40.86
_04045_,40.86
_19118_,40.86
_00511_,40.84
_04398_,40.84
_15711_,40.84
_17555_,40.84
_18570_,40.84
_20308_,40.84
_20884_,40.84
_02826_,40.8
_24097_,40.8
_08091_,40.79
_10627_,40.78
net382,40.78
_20002_,40.77
_00528_,40.76
_15138_,40.76
_15454_,40.76
_00385_,40.74
_09803_,40.74
_15904_,40.74
delay_line\[36\]\[11\],40.74
_19792_,40.725
_12714_,40.72
_23864_,40.72
delay_line\[36\]\[12\],40.72
_10057_,40.715
_10791_,40.715
net891,40.705
_01489_,40.7
_07631_,40.7
_08141_,40.685
_10747_,40.68
_03688_,40.665
_06378_,40.66
_06865_,40.66
_18129_,40.66
_22893_,40.66
_01524_,40.64
_07394_,40.64
_08656_,40.64
_09987_,40.64
_13643_,40.64
_17264_,40.64
_12449_,40.62
_19880_,40.62
_21610_,40.62
_03069_,40.6
_06766_,40.6
_19437_,40.6
_00491_,40.58
_08649_,40.58
_13366_,40.58
_03878_,40.56
_12219_,40.56
_15905_,40.56
_22333_,40.56
_18216_,40.545
_11542_,40.54
delay_line\[18\]\[3\],40.54
_00434_,40.52
_09263_,40.52
_11236_,40.52
_17284_,40.52
_20632_,40.5
_22177_,40.5
_22369_,40.5
net350,40.5
_24303_,40.495
_09050_,40.48
_10539_,40.48
_05484_,40.47
_09141_,40.46
_12227_,40.46
_24327_,40.46
net1005,40.46
_21699_,40.445
_10797_,40.44
_17439_,40.44
net887,40.425
_12814_,40.42
_23850_,40.42
_22859_,40.38
_08677_,40.36
_24185_,40.36
_05476_,40.355
_00151_,40.34
_23551_,40.34
_19240_,40.335
_04591_,40.32
_08321_,40.32
_11700_,40.32
_01078_,40.3
_03617_,40.3
_04228_,40.3
_15494_,40.3
_23464_,40.3
_24264_,40.3
_24554_,40.3
_11568_,40.29
_07433_,40.28
_22518_,40.28
_08195_,40.26
_21700_,40.26
delay_line\[12\]\[8\],40.26
_17356_,40.24
_00105_,40.22
_22045_,40.22
_23078_,40.22
_13761_,40.195
_15134_,40.18
_16549_,40.18
_16822_,40.18
_18795_,40.18
_19252_,40.18
delay_line\[21\]\[14\],40.16
_05755_,40.14
_12323_,40.14
_16280_,40.14
_18033_,40.14
delay_line\[6\]\[0\],40.14
_12164_,40.135
net817,40.125
_13853_,40.12
_13945_,40.12
net997,40.105
_15756_,40.1
_08987_,40.08
_18459_,40.08
_22582_,40.08
net381,40.08
_07436_,40.06
_09367_,40.06
_21241_,40.06
delay_line\[31\]\[12\],40.04
_16092_,40.03
_22417_,40.02
_05509_,40
_18399_,40
_06557_,39.98
_06580_,39.98
_12259_,39.98
_13343_,39.98
_18431_,39.98
_05813_,39.97
delay_line\[39\]\[14\],39.965
net755,39.965
_08221_,39.96
_10300_,39.96
_10675_,39.96
_21123_,39.96
_00769_,39.94
_24351_,39.94
_13952_,39.92
_10671_,39.9
_14995_,39.895
_12232_,39.88
delay_line\[37\]\[8\],39.88
_18355_,39.87
_08282_,39.86
_10900_,39.86
_01568_,39.84
_02991_,39.84
_04528_,39.84
_13146_,39.84
_22817_,39.84
_05228_,39.835
_10850_,39.825
_03316_,39.82
_14749_,39.82
_13197_,39.81
clknet_leaf_115_clk,39.8
_04138_,39.78
_06310_,39.78
_02459_,39.76
_04192_,39.76
_17651_,39.76
_16928_,39.75
_17197_,39.74
_18493_,39.74
_20825_,39.74
_05027_,39.71
net1029,39.705
_03957_,39.7
_18685_,39.7
_19276_,39.7
net1037,39.685
_03876_,39.68
_04016_,39.68
_17871_,39.68
_19715_,39.68
_20547_,39.68
_24098_,39.68
_17035_,39.66
_19446_,39.66
_03852_,39.65
_20661_,39.64
_13444_,39.62
_18359_,39.62
_20297_,39.62
_21532_,39.62
clknet_leaf_29_clk,39.62
_16929_,39.61
_10458_,39.6
_18003_,39.6
_20378_,39.6
_16892_,39.59
net465,39.59
_13962_,39.585
_03509_,39.58
_09535_,39.58
_12944_,39.58
delay_line\[29\]\[9\],39.58
net453,39.58
_20645_,39.56
_04650_,39.555
_24258_,39.555
_03118_,39.54
_03531_,39.54
_07983_,39.54
_16888_,39.54
_17749_,39.54
_23461_,39.54
_19905_,39.53
_09475_,39.52
_25249_,39.52
_01063_,39.5
_05318_,39.5
_07042_,39.5
_19510_,39.5
_20018_,39.5
_12326_,39.48
_24627_,39.48
delay_line\[40\]\[11\],39.47
_00364_,39.46
_02580_,39.46
_16619_,39.46
_17406_,39.46
_03596_,39.45
_02747_,39.44
_13150_,39.44
_13422_,39.44
_16312_,39.44
_18414_,39.44
_19667_,39.44
_23588_,39.44
delay_line\[18\]\[2\],39.44
_09431_,39.425
_03682_,39.42
_23251_,39.42
_13283_,39.41
net859,39.405
_17000_,39.4
_06765_,39.38
_14905_,39.38
_20727_,39.38
_23845_,39.375
_00074_,39.36
_15619_,39.36
_21784_,39.36
delay_line\[26\]\[2\],39.36
net335,39.36
net919,39.345
_06553_,39.32
_17962_,39.32
clknet_leaf_27_clk,39.32
_09360_,39.295
net740,39.285
_05461_,39.28
_16517_,39.28
clknet_leaf_14_clk,39.28
_07822_,39.26
_24382_,39.26
_03703_,39.255
_21872_,39.25
_03744_,39.24
_04421_,39.24
_06810_,39.24
_03327_,39.235
_00450_,39.22
_08807_,39.22
_05453_,39.215
_02744_,39.2
_09402_,39.2
_15611_,39.2
_19239_,39.2
_14795_,39.18
_15366_,39.18
_21283_,39.18
clknet_leaf_143_clk,39.18
_19367_,39.17
_13336_,39.16
_25417_,39.16
_03811_,39.14
_12079_,39.14
_17473_,39.14
_19070_,39.14
_01032_,39.12
_12033_,39.12
_24280_,39.1
clknet_leaf_95_clk,39.1
_01161_,39.08
_11422_,39.08
_13465_,39.08
net663,39.08
_08908_,39.06
_23987_,39.06
_24953_,39.06
_08262_,39.055
_04750_,39.04
_21857_,39.04
_14706_,39.03
_00809_,39.02
_02887_,39.02
_04777_,39.02
_10897_,39.02
_19848_,39.02
_02359_,39
_13104_,39
_14677_,39
_20600_,39
_08261_,38.98
_15013_,38.98
_16972_,38.98
_18404_,38.98
_22203_,38.975
_14091_,38.96
_14508_,38.96
_09934_,38.94
_24294_,38.94
_14221_,38.92
_22386_,38.92
_03642_,38.905
_05463_,38.9
_11981_,38.9
_06019_,38.89
_06138_,38.88
_07737_,38.88
_15319_,38.88
clknet_leaf_195_clk,38.86
_01486_,38.84
_09666_,38.84
_13800_,38.84
net55,38.84
_04110_,38.82
_17773_,38.82
_23549_,38.82
_08045_,38.8
_11414_,38.8
_20425_,38.8
_09602_,38.76
_24515_,38.76
_10410_,38.74
_14539_,38.74
_18396_,38.74
delay_line\[18\]\[8\],38.74
_13938_,38.72
_25276_,38.72
_03297_,38.7
_08377_,38.7
_14567_,38.7
_17469_,38.7
_18247_,38.7
_21866_,38.7
net895,38.685
_01840_,38.68
delay_line\[34\]\[15\],38.68
_01978_,38.66
_08410_,38.66
_11823_,38.66
delay_line\[37\]\[4\],38.66
net89,38.655
_10570_,38.64
_21898_,38.64
_22603_,38.64
_00321_,38.62
_03875_,38.62
_06847_,38.62
_20528_,38.62
_05445_,38.6
_10759_,38.6
_15333_,38.6
_18175_,38.6
_20588_,38.6
_21458_,38.595
net832,38.585
_06838_,38.58
_11093_,38.58
_15118_,38.58
_20670_,38.58
_23848_,38.58
_09950_,38.57
net871,38.565
_00798_,38.56
_11766_,38.56
_13122_,38.56
_16035_,38.56
_18290_,38.56
_18762_,38.56
_15593_,38.55
_06186_,38.54
_09930_,38.54
_10974_,38.54
_16189_,38.54
_17304_,38.54
_18501_,38.54
_23366_,38.54
_07855_,38.52
_11524_,38.52
_12831_,38.52
_12941_,38.52
_25075_,38.52
_04210_,38.5
_07598_,38.5
_14135_,38.5
_24088_,38.5
_04464_,38.48
_05711_,38.48
_11413_,38.48
_11737_,38.48
_19161_,38.48
clknet_leaf_175_clk,38.48
_10865_,38.47
_00574_,38.46
_10305_,38.46
_13638_,38.46
_19255_,38.45
net848,38.445
net1089,38.445
_18266_,38.44
_16675_,38.435
net1040,38.425
_10211_,38.42
_20019_,38.42
_21625_,38.42
_17913_,38.415
net931,38.405
_00456_,38.4
_13711_,38.4
_15957_,38.4
_24070_,38.4
_24566_,38.4
net26,38.4
_02835_,38.38
_06497_,38.37
_13333_,38.36
_20324_,38.36
_23201_,38.36
delay_line\[11\]\[7\],38.36
delay_line\[6\]\[5\],38.36
_01589_,38.34
_13306_,38.34
_14000_,38.34
_14255_,38.34
_07415_,38.335
_02793_,38.33
_03844_,38.32
_17032_,38.32
_08222_,38.3
_10306_,38.3
_16777_,38.3
_20602_,38.3
_22230_,38.295
_07826_,38.28
_13717_,38.28
_14072_,38.28
_16323_,38.28
delay_line\[9\]\[4\],38.28
_02487_,38.26
_05745_,38.26
_06025_,38.26
_11812_,38.26
_12032_,38.26
_14021_,38.26
_17070_,38.26
_24153_,38.26
net1051,38.245
_04882_,38.24
_14166_,38.24
_15560_,38.24
_21084_,38.24
_24505_,38.24
delay_line\[28\]\[13\],38.24
_17221_,38.23
_02424_,38.22
_02930_,38.22
_06582_,38.22
_06839_,38.22
_22391_,38.2
_25135_,38.2
_12255_,38.18
_14043_,38.18
_23868_,38.18
_06096_,38.16
_06670_,38.16
_12909_,38.16
_03365_,38.14
_10337_,38.14
_14156_,38.14
_16334_,38.14
_22272_,38.14
_03024_,38.135
_11935_,38.12
_13244_,38.12
_14070_,38.12
_00933_,38.1
_09574_,38.1
_22664_,38.09
_01638_,38.06
_15837_,38.06
_15994_,38.06
_08418_,38.05
_09591_,38.05
_01772_,38.04
_16358_,38.04
_21412_,38.04
_24763_,38.04
_03529_,38.02
_06197_,38.02
_10562_,38.02
_11050_,38.02
_03058_,38.015
_10204_,38
_13142_,38
_15948_,38
_22309_,38
_06416_,37.99
_06443_,37.98
_13567_,37.98
delay_line\[39\]\[6\],37.98
clknet_leaf_3_clk,37.98
_01645_,37.96
_07417_,37.96
_14024_,37.96
_22000_,37.96
delay_line\[33\]\[1\],37.96
_10885_,37.95
net1144,37.945
_09755_,37.94
_16160_,37.94
_25173_,37.94
_03800_,37.92
_06475_,37.92
_17788_,37.92
_00612_,37.915
_03403_,37.915
_12122_,37.905
_09446_,37.9
_12523_,37.9
_02042_,37.88
_16053_,37.88
_16230_,37.88
_18758_,37.88
_19891_,37.88
_13809_,37.86
_22455_,37.86
_03367_,37.84
_04105_,37.84
_19376_,37.84
delay_line\[36\]\[9\],37.84
_00572_,37.82
_10837_,37.82
_12158_,37.82
_16254_,37.82
_03490_,37.8
_16428_,37.8
_09970_,37.795
_00423_,37.78
_05687_,37.78
_09958_,37.78
_11232_,37.78
_18507_,37.78
_20457_,37.78
_21377_,37.78
_01878_,37.76
_02103_,37.76
_08573_,37.76
_14729_,37.76
_05811_,37.74
_09509_,37.74
_16954_,37.74
_22937_,37.74
net683,37.725
_18859_,37.72
_01496_,37.7
_12683_,37.7
_21631_,37.7
_08568_,37.68
_10746_,37.68
_11119_,37.68
_12425_,37.68
_15526_,37.68
_12006_,37.675
_15530_,37.67
_09767_,37.66
_23989_,37.66
_24709_,37.65
_13714_,37.645
_09347_,37.64
_20525_,37.64
net365,37.64
_01748_,37.62
_02871_,37.62
_16832_,37.62
_20700_,37.615
net984,37.605
_17148_,37.6
_18490_,37.6
_10403_,37.58
_17489_,37.58
_19757_,37.58
_13974_,37.57
_04654_,37.56
_21833_,37.56
_22298_,37.56
_06268_,37.54
_09806_,37.54
_21942_,37.54
_16141_,37.53
_25183_,37.53
_02144_,37.52
_05134_,37.52
_12988_,37.52
_17563_,37.52
_20055_,37.52
_05379_,37.5
_14199_,37.5
_01773_,37.48
_02348_,37.48
_11351_,37.48
_14780_,37.48
_22578_,37.48
_24231_,37.46
_03843_,37.455
_09460_,37.45
_09366_,37.44
_18420_,37.44
_19483_,37.44
_20974_,37.44
_21138_,37.43
_03038_,37.42
_08540_,37.42
_12706_,37.42
_18875_,37.42
_22922_,37.42
_18432_,37.415
_13812_,37.41
_16097_,37.41
_06506_,37.4
_11848_,37.4
_17461_,37.4
net147,37.4
_23367_,37.395
_03960_,37.39
_17763_,37.39
_14734_,37.38
net451,37.38
_20810_,37.375
_03424_,37.36
_05060_,37.36
_10893_,37.36
_13600_,37.36
_20979_,37.355
_25091_,37.35
_06999_,37.34
_09523_,37.34
_22736_,37.34
_22987_,37.34
_23266_,37.34
_00550_,37.335
_05805_,37.33
_20115_,37.33
_20554_,37.325
_00387_,37.32
_11647_,37.32
_23694_,37.32
clknet_leaf_73_clk,37.32
_06654_,37.3
_14071_,37.3
_16248_,37.3
net676,37.3
_05825_,37.28
_23259_,37.28
net937,37.265
_11056_,37.26
_20096_,37.26
_23844_,37.26
delay_line\[0\]\[5\],37.26
_11134_,37.24
_13934_,37.24
_14133_,37.24
_09877_,37.235
_16629_,37.23
net421,37.225
_04984_,37.22
_08031_,37.22
_11716_,37.22
_03376_,37.2
_03572_,37.2
_05590_,37.2
_22028_,37.2
_24712_,37.2
_10290_,37.18
_12457_,37.18
_14307_,37.18
_21799_,37.18
_22169_,37.18
net399,37.16
_23490_,37.145
_04298_,37.14
_07359_,37.13
_00903_,37.12
_01623_,37.12
_10217_,37.12
_15020_,37.12
_12519_,37.1
_24840_,37.095
_11970_,37.085
_06621_,37.08
_16546_,37.08
_24198_,37.08
_11797_,37.075
delay_line\[39\]\[2\],37.075
_12026_,37.07
_12723_,37.07
net11,37.065
_06870_,37.06
_19406_,37.06
_21245_,37.05
_04556_,37.04
_06547_,37.04
_14878_,37.03
_10538_,37.02
_11567_,37.02
_00540_,37.015
_02873_,37
_19238_,37
_01126_,36.98
_10566_,36.98
_20344_,36.98
_20797_,36.98
_02917_,36.97
_01570_,36.96
_04297_,36.96
_18522_,36.95
_06419_,36.945
_04017_,36.94
_06052_,36.94
_23254_,36.94
_24969_,36.94
_02906_,36.92
_13425_,36.92
_13288_,36.9
_00757_,36.89
_14195_,36.88
_19073_,36.88
_19819_,36.86
_05455_,36.84
_09027_,36.84
_22907_,36.84
_19526_,36.83
_05941_,36.82
_09000_,36.82
_17561_,36.82
_18460_,36.82
_24744_,36.82
_01982_,36.8
_02535_,36.8
_09926_,36.8
_17367_,36.8
delay_line\[9\]\[13\],36.8
net1119,36.795
net703,36.785
_13325_,36.78
_02339_,36.775
_02273_,36.76
_10461_,36.76
_11317_,36.76
_17987_,36.76
_10033_,36.755
_11536_,36.745
net1015,36.745
_08417_,36.72
_16121_,36.72
_23114_,36.72
clknet_leaf_60_clk,36.72
_05363_,36.715
_06653_,36.7
_07121_,36.7
_11057_,36.7
_22289_,36.7
_06265_,36.695
_24803_,36.69
_13819_,36.68
_19856_,36.68
_21712_,36.68
_03508_,36.67
_05272_,36.66
_17944_,36.66
_08524_,36.65
_06442_,36.64
_12065_,36.64
_01666_,36.62
_10144_,36.62
_11423_,36.62
_13121_,36.62
_06202_,36.615
_08399_,36.6
_09386_,36.6
_12753_,36.6
_24109_,36.6
_16069_,36.595
_03906_,36.58
_06733_,36.58
_03820_,36.565
_05409_,36.56
_07599_,36.56
_16278_,36.56
delay_line\[9\]\[10\],36.56
_06548_,36.54
_11398_,36.54
_19039_,36.54
_23800_,36.54
_06412_,36.535
_09906_,36.52
_05700_,36.51
_00969_,36.5
_13688_,36.5
_17692_,36.5
net212,36.5
_00605_,36.48
_03823_,36.48
_07210_,36.48
net306,36.48
_18088_,36.47
_10670_,36.46
_17764_,36.46
_22953_,36.45
_00960_,36.44
_13969_,36.44
_04749_,36.42
_17226_,36.42
_21537_,36.42
_15428_,36.41
_05569_,36.4
delay_line\[21\]\[4\],36.4
clknet_leaf_110_clk,36.4
_21273_,36.38
net434,36.365
_03907_,36.36
_09698_,36.36
_24907_,36.36
_05278_,36.34
_12513_,36.34
_19010_,36.34
_24315_,36.34
_03822_,36.32
_13092_,36.32
_22856_,36.32
_06908_,36.315
_03078_,36.3
_15733_,36.3
_16966_,36.3
_17829_,36.3
_21210_,36.3
_13340_,36.295
_13884_,36.295
_22966_,36.295
_01136_,36.28
_03451_,36.28
_18364_,36.28
_20215_,36.28
_21162_,36.28
_16489_,36.275
_01867_,36.26
_05165_,36.26
_05515_,36.26
_05862_,36.26
_09852_,36.26
_10451_,36.26
_24164_,36.26
_03883_,36.24
_04269_,36.24
_10509_,36.24
_15254_,36.24
_15369_,36.24
_18346_,36.24
_04352_,36.22
_08601_,36.22
_11492_,36.22
net299,36.2
_10638_,36.18
_15866_,36.18
_22581_,36.17
_23754_,36.17
_06479_,36.16
_08491_,36.16
_11852_,36.16
_13742_,36.16
_13817_,36.16
_14700_,36.16
_18325_,36.16
_19360_,36.16
_20930_,36.16
_23401_,36.16
_21921_,36.14
_24234_,36.14
_01151_,36.12
_02583_,36.12
_16516_,36.12
_18333_,36.12
_08295_,36.1
_19791_,36.1
_24399_,36.1
net143,36.095
_11219_,36.08
_22313_,36.075
_06809_,36.06
_15419_,36.06
_18267_,36.06
_18870_,36.06
_23154_,36.06
_12975_,36.04
_17575_,36.04
_16980_,36.03
net112,36.03
_04708_,36.02
_14012_,36.02
_19570_,36.02
_19984_,36.02
_19223_,36
_23764_,36
_00549_,35.985
_00428_,35.98
_10113_,35.98
_11629_,35.98
_19083_,35.98
_24645_,35.98
_14992_,35.96
_24735_,35.96
_05362_,35.94
_05510_,35.94
_09889_,35.94
_11806_,35.94
_12861_,35.94
_17076_,35.94
_19546_,35.94
_23841_,35.935
_25131_,35.93
net1131,35.925
_17028_,35.9
_20847_,35.9
_03807_,35.88
_17234_,35.88
_17586_,35.88
_20107_,35.88
delay_line\[8\]\[3\],35.88
_15523_,35.875
_17024_,35.875
_10895_,35.86
_14515_,35.86
_16100_,35.86
_00831_,35.855
_01278_,35.855
_03872_,35.845
_01599_,35.84
_14427_,35.84
_00970_,35.83
_10749_,35.83
_04940_,35.82
_05381_,35.82
_13463_,35.82
_19250_,35.82
_24453_,35.81
_19364_,35.8
_24579_,35.8
_23856_,35.78
_24643_,35.78
_19861_,35.77
_01932_,35.76
_03523_,35.76
_04605_,35.76
_11733_,35.76
net786,35.755
_21758_,35.75
_02693_,35.74
_16689_,35.74
_21314_,35.74
_22291_,35.74
_24000_,35.74
_11794_,35.735
_02222_,35.72
_06662_,35.72
_12038_,35.72
_19961_,35.72
_22112_,35.72
_23628_,35.72
_20713_,35.715
_09003_,35.7
_16445_,35.7
_20305_,35.7
clknet_leaf_31_clk,35.7
clknet_leaf_173_clk,35.7
_13608_,35.68
_13953_,35.68
_21923_,35.68
net246,35.68
clknet_leaf_55_clk,35.68
_19377_,35.67
_00196_,35.66
_08248_,35.66
_15241_,35.66
_19222_,35.66
_23501_,35.66
_07621_,35.64
_07849_,35.64
_13520_,35.64
_03236_,35.63
_00238_,35.62
delay_line\[8\]\[9\],35.62
_11504_,35.61
_00091_,35.6
_05450_,35.6
_08973_,35.6
_13136_,35.6
_13735_,35.6
_15709_,35.6
_16741_,35.6
clknet_leaf_37_clk,35.6
_21858_,35.59
_01969_,35.58
_25410_,35.58
net927,35.565
_00724_,35.56
_02746_,35.56
_04411_,35.56
_08600_,35.56
_10351_,35.56
clknet_leaf_168_clk,35.56
_20016_,35.55
_04094_,35.54
_05234_,35.54
_10083_,35.54
_11910_,35.54
_19575_,35.54
_19687_,35.54
_21846_,35.54
_22240_,35.54
_17412_,35.53
_04351_,35.52
_15243_,35.52
_16216_,35.52
_19696_,35.52
_22429_,35.52
_25318_,35.52
_16423_,35.51
_01466_,35.5
_05281_,35.5
_13401_,35.5
_20486_,35.5
_21019_,35.5
_23600_,35.495
_02751_,35.48
_06495_,35.48
_14726_,35.48
_19912_,35.48
_00954_,35.46
_01185_,35.46
_06942_,35.46
_09124_,35.46
_12603_,35.46
_24615_,35.46
_06620_,35.455
_03274_,35.44
_09603_,35.44
_13097_,35.44
_15181_,35.44
_18131_,35.44
_19507_,35.44
_20736_,35.44
delay_line\[37\]\[6\],35.44
net1107,35.425
_02014_,35.4
_11703_,35.4
_21113_,35.4
_21600_,35.4
_24309_,35.4
_25172_,35.395
_15110_,35.39
_03618_,35.38
_04782_,35.38
_12011_,35.38
_20045_,35.38
_20291_,35.38
_01649_,35.37
_11343_,35.36
_11644_,35.36
_20053_,35.36
_21740_,35.36
_25097_,35.36
_08962_,35.34
_17760_,35.34
_03275_,35.33
_02612_,35.32
_09539_,35.32
_14284_,35.32
_17758_,35.32
_14609_,35.315
net706,35.305
_08701_,35.3
_13699_,35.3
_20142_,35.3
_04326_,35.28
_07240_,35.28
_08088_,35.28
_18728_,35.28
_20014_,35.28
_22858_,35.28
_23415_,35.275
_12591_,35.27
_07339_,35.26
_13495_,35.26
_02377_,35.24
_06625_,35.24
_17069_,35.24
_20042_,35.24
clknet_leaf_182_clk,35.24
net636,35.225
_03385_,35.22
_05135_,35.22
_14173_,35.22
clknet_leaf_129_clk,35.22
delay_line\[3\]\[11\],35.21
_03634_,35.2
_07848_,35.2
_13062_,35.2
delay_line\[29\]\[15\],35.2
_00503_,35.18
_04686_,35.18
_05882_,35.18
_06453_,35.18
_13211_,35.18
_24589_,35.18
net562,35.18
_00229_,35.16
_07162_,35.16
_12462_,35.16
_12781_,35.16
_18661_,35.16
_22132_,35.16
_07331_,35.14
_07380_,35.14
_10661_,35.14
_23757_,35.14
_00553_,35.13
_07537_,35.12
_07940_,35.12
_25303_,35.12
_20301_,35.115
_24349_,35.1
net767,35.095
_06215_,35.08
_06511_,35.08
_15215_,35.08
_21045_,35.075
_05347_,35.06
_08240_,35.06
_15423_,35.06
_19806_,35.06
_11261_,35.055
net1063,35.045
_00042_,35.04
_24581_,35.04
_12071_,35.03
net16,35.025
_04813_,35.02
_13905_,35.02
_22023_,35.02
delay_line\[33\]\[7\],35.02
_02568_,35
_22503_,35
_06277_,34.99
_13076_,34.99
_05583_,34.98
_06737_,34.98
_14399_,34.98
_18511_,34.98
_20013_,34.98
_21065_,34.98
_24780_,34.98
_25045_,34.98
_15201_,34.97
_00770_,34.96
_06055_,34.96
_08975_,34.96
_16440_,34.96
_02065_,34.94
_03624_,34.94
_22131_,34.94
_23563_,34.935
_06353_,34.92
_06414_,34.92
_09067_,34.9
_11419_,34.9
_12228_,34.9
_22399_,34.9
_23317_,34.9
_24019_,34.89
_03701_,34.88
_06961_,34.88
_21435_,34.88
_13957_,34.875
_16415_,34.86
net1146,34.845
_07720_,34.84
_08042_,34.84
_08108_,34.84
_09532_,34.84
_14793_,34.84
_23135_,34.84
net273,34.84
_15397_,34.82
_12064_,34.8
net138,34.8
clknet_leaf_145_clk,34.8
_05225_,34.79
_18709_,34.78
net922,34.78
_01880_,34.765
_21246_,34.765
net784,34.765
_01339_,34.76
_01363_,34.76
_04018_,34.76
_07093_,34.76
_08051_,34.76
_08719_,34.76
_02475_,34.74
_04840_,34.74
_09925_,34.735
net1059,34.725
_09709_,34.72
_12659_,34.72
_14888_,34.72
_22558_,34.72
clknet_leaf_130_clk,34.72
_01335_,34.71
_12188_,34.71
_12765_,34.7
_17523_,34.7
_17569_,34.7
_20706_,34.7
delay_line\[15\]\[12\],34.7
net300,34.7
_14683_,34.68
_17068_,34.68
_22378_,34.68
_14045_,34.665
_14603_,34.66
_18829_,34.66
_03530_,34.64
_25277_,34.64
_06423_,34.63
_15657_,34.63
_02645_,34.62
_08193_,34.62
_11835_,34.62
_14005_,34.62
_03658_,34.6
_05944_,34.6
_06163_,34.6
_08950_,34.6
_05662_,34.59
net1099,34.585
_04684_,34.58
_06344_,34.58
_16172_,34.58
_19762_,34.58
delay_line\[21\]\[1\],34.58
_16470_,34.57
_11690_,34.56
_25398_,34.56
_03778_,34.54
_17094_,34.54
_19960_,34.54
_12351_,34.52
_18405_,34.52
_25190_,34.51
_05286_,34.5
_17756_,34.5
delay_line\[34\]\[1\],34.5
_11209_,34.495
_18901_,34.495
_06252_,34.48
_08552_,34.48
_10490_,34.48
_24628_,34.47
_04739_,34.46
_08055_,34.46
_11501_,34.46
_17192_,34.46
_23355_,34.46
net633,34.445
_12745_,34.44
_17445_,34.435
_12561_,34.43
_03775_,34.42
_16572_,34.42
